,nom,etablissement,Date,adresse,commune,prix
541,Orchestre Hélios et Chœur Hélios éphémère,Église Saint-Sulpice,Mercredi 1er Mai : 20h45,Place Saint-Germain des Prés,Paris 6e,22-44 €
542,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 3 Mai : 20h45,Place Saint-Germain des Prés,Paris 6e,22-44 €
543,« La Walkyrie » de Wagner,Théâtre des Champs-Élysées,Samedi 4 Mai : 18h00,Place Saint-Germain des Prés,Paris 6e,unknown
544,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 4 Mai : 20h45,Place Saint-Germain des Prés,Paris 6e,22-44 €
545,Alexandra Dovgan,Théâtre des Champs-Élysées,Dimanche 5 Mai : 11h00,Place Saint-Germain des Prés,Paris 6e,16-28 €
546,Le piano de Schumann,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 6 Mai : 12h15,Place Saint-Germain des Prés,Paris 6e,unknown
547,Rafal Blechacz,Théâtre des Champs-Élysées,Lundi 6 Mai : 20h00,Place Saint-Germain des Prés,Paris 6e,26-70 €
548,Haendel : Dixit Dominus,Auditorium Patrick Devedjian - La Seine Musicale,Lundi 6 Mai : 20h00,Place Saint-Germain des Prés,Paris 6e,unknown
549,Orchestre de Paris et Chœur de l'Orchestre de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,"Lundi 6 Mai : 20h00, Mardi 7 Mai : 20h00",Place Saint-Germain des Prés,Paris 6e,unknown
550,Mark Padmore et Julius Drake,Athénée Théâtre Louis-Jouvet,Lundi 6 Mai : 20h00,Place Saint-Germain des Prés,Paris 6e,24-31 €
551,Bach / Brahms,Maison de la Radio et de la Musique,Mardi 7 Mai : 20h00,Place Saint-Germain des Prés,Paris 6e,unknown
552,Alla zingarese : le violon tzigane,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 7 Mai : 20h00,Place Saint-Germain des Prés,Paris 6e,unknown
553,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Jeudi 9 Mai : 20h45,Place Saint-Germain des Prés,Paris 6e,22-44 €
554,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 10 Mai : 20h45,Place Saint-Germain des Prés,Paris 6e,22-44 €
555,"Bach chez Cioran, une tragédie angélique",La Scala Paris,Lundi 13 Mai : 19h30,116 avenue du Président Kennedy,Paris 16e,unknown
556,Elena Bashkirova,Théâtre des Champs-Élysées,Lundi 13 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,26-70 €
557,Alexandre Tharaud,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 13 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
558,Jouer Bach,Salle des concerts - Cité de la Musique-Philharmonie,Lundi 13 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
559,Duels à l'opéra,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 13 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
560,Les Accents et solistes,Théâtre des Champs-Élysées,Mardi 14 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
561,Hélène Grimaud,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 14 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
562,Alice Sara Ott et Francesco Tristano,Maison de la Radio et de la Musique,Mardi 14 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
563,Romain Leleu et Thierry Escaich,Théâtre de Corbeil-Essonnes,Mardi 14 Mai : 20h30,116 avenue du Président Kennedy,Paris 16e,6-16 €
564,Fazil Say,Théâtre des Champs-Élysées,Mercredi 15 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,26-70 €
565,Orchestre de Paris et Christiane Karg,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 15 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
566,Orchestre de chambre de Paris et Javier Perianes,Théâtre des Champs-Élysées,Jeudi 16 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,15-52 €
567,Orchestre des amateurs de la Philharmonie de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 16 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
568,« L'Olimpiade » de Cimarosa,Opéra royal - Château de Versailles,Jeudi 16 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,71-115 €
569,Chopin : Concerto pour piano n°2,Maison de la Radio et de la Musique,Jeudi 16 Mai : 20h00,116 avenue du Président Kennedy,Paris 16e,unknown
570,Mahler : Symphonie n°5,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 17 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
571,Musiciens de l'Orchestre de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Vendredi 17 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
572,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 17 Mai : 20h45,221 avenue Jean-Jaurès,Paris 19e,22-44 €
573,« Berenice » de Haendel,Théâtre des Champs-Élysées,Mardi 21 Mai : 19h30,221 avenue Jean-Jaurès,Paris 19e,28-89 €
574,Mozart : Messe en ut,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 21 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
575,Sur la route de Buenos Aires,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Mardi 21 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
576,Ravel et l'Espagne,Théâtre des Champs-Élysées,Mercredi 22 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,24-61 €
577,Orchestre de chambre de Paris et Johanna Wallroth,Théâtre des Champs-Élysées,Jeudi 23 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,15-52 €
578,Arcadi Volodos,Grande salle Pierre Boulez - Philharmonie de Paris,Jeudi 23 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
579,De Roméo et Juliette à West Side Story,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 23 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
580,Staatskapelle Dresden,Théâtre des Champs-Élysées,Vendredi 24 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,28-89 €
581,Beethoven : L'Empereur,Maison de la Radio et de la Musique,Vendredi 24 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
582,Duruflé : Requiem,Basilique Sainte-Clotilde,Vendredi 24 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
583,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 24 Mai : 20h45,221 avenue Jean-Jaurès,Paris 19e,22-44 €
584,Monteverdi Choir et Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 25 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
585,Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,Samedi 25 Mai : 20h45,221 avenue Jean-Jaurès,Paris 19e,22-44 €
586,Nature,Opéra Garnier,Dimanche 26 Mai : 12h00,221 avenue Jean-Jaurès,Paris 19e,39-44 €
587,Monteverdi Choir et Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 26 Mai : 16h00,221 avenue Jean-Jaurès,Paris 19e,unknown
588,Viva l'Orchestra !,Maison de la Radio et de la Musique,Dimanche 26 Mai : 16h00,221 avenue Jean-Jaurès,Paris 19e,unknown
589,Mozart : Grande Messe en ut,Chapelle royale - Château de Versailles,Dimanche 26 Mai : 18h00,221 avenue Jean-Jaurès,Paris 19e,100-139 €
590,Haydn : Les Saisons,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 27 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
591,Sheku Kanneh-Mason et Isata Kanneh-Mason,Salle des concerts - Cité de la Musique-Philharmonie,Lundi 27 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
592,Bohême,Le Studio - Philharmonie de Paris,Lundi 27 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
593,Sarah et Deborah Nemtanu,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 27 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
594,Frederick Ballentine et Kunal Lahiri,Athénée Théâtre Louis-Jouvet,Lundi 27 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,24-31 €
595,Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 28 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
596,Orchestre des lauréats du Conservatoire de Paris,Salle des concerts - Cité de la Musique-Philharmonie,Mardi 28 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
597,Stephen Tharp,Maison de la Radio et de la Musique,Mardi 28 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
598,Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,Mercredi 29 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
599,Los Angeles Philharmonic et Maria Dueñas,Grande salle Pierre Boulez - Philharmonie de Paris,Jeudi 30 Mai : 20h00,221 avenue Jean-Jaurès,Paris 19e,unknown
