,nom,etablissement,Date,adresse,commune,prix
178,Le Syndrome de l'oiseau,Théâtre du Petit Saint-Martin,<b>Du 23 janvier 2024 au 9 mars 2024</b>,17 Rue René-Boulanger,Paris 10e,37 €
179,Premier Amour,Théâtre du Petit Saint-Martin,<b>Du 24 novembre 2023 au 30 décembre 2023</b>,17 Rue René-Boulanger,Paris 10e,32 €
180,Une fille d'Ève,Guichet-Montparnasse,<b>Du 3 novembre 2023 au 28 janvier 2024</b>,16 passage Piver,Paris 11e,24 €
181,La Réunification des deux Corées,Théâtre de la Porte Saint-Martin,<b>Du 24 avril 2024 au 26 mai 2024</b>,16 passage Piver,Paris 11e,29-51 €
182,Bric à Brac,Théâtre La Croisée des Chemins,<b>Du 16 septembre 2023 au 30 décembre 2023</b>,16 passage Piver,Paris 11e,13-22 €
183,La Mouche,Théâtre des Bouffes du Nord,<b>Du 7 février 2024 au 25 février 2024</b>,16 passage Piver,Paris 11e,40 €
184,"Mozart, mon amour",Théâtre de Poche-Montparnasse,<b>Du 4 septembre 2023 au 4 mars 2024</b>,16 passage Piver,Paris 11e,28 €
185,Le Joueur d'échecs,Théâtre L'Essaïon,<b>Du 16 octobre 2023 au 30 janvier 2024</b>,16 passage Piver,Paris 11e,16-28 €
186,Le Cid,Théâtre Ranelagh,<b>Du 15 octobre 2023 au 20 avril 2024</b>,16 passage Piver,Paris 11e,13-28 €
187,Les Diaboliques,Théâtre de Poche-Montparnasse,<b>Du 16 janvier 2024 au 10 mars 2024</b>,16 passage Piver,Paris 11e,23-28 €
188,Jamais le deuxième soir !,Théâtre Mélo d'Amélie,<b>Du 12 janvier 2024 au 30 avril 2024</b>,16 passage Piver,Paris 11e,11-29 €
189,La Fontaine en fables et en notes,Théâtre de Poche-Montparnasse,<b>Du 18 septembre 2023 au 25 mars 2024</b>,16 passage Piver,Paris 11e,28 €
190,La Mouette,Théâtre de la Ville - Les Abbesses,<b>Du 31 janvier 2024 au 11 février 2024</b>,16 passage Piver,Paris 11e,unknown
191,La Cantatrice chauve + La Leçon,Théâtre de la Huchette,<b>Du 16 février 1957 au 13 juillet 2024</b>,16 passage Piver,Paris 11e,34 €
192,La Réponse des Hommes,Odéon - Ateliers Berthier,<b>Du 9 janvier 2024 au 20 janvier 2024</b>,16 passage Piver,Paris 11e,31-40 €
193,4211 km,Théâtre Marigny,<b>Du 10 janvier 2024 au 14 avril 2024</b>,16 passage Piver,Paris 11e,20-47 €
194,Orphelins,Théâtre de Belleville,<b>Du 3 décembre 2023 au 28 décembre 2023</b>,16 passage Piver,Paris 11e,13-30 €
195,Ce qu'il faudra laisser aux anges,Théâtre Lepic,<b>Du 15 octobre 2023 au 12 mai 2024</b>,16 passage Piver,Paris 11e,28-42 €
196,Quand je serai grande je serai Patrick Swayze,La Scala Paris,<b>Du 3 octobre 2023 au 27 décembre 2023</b>,16 passage Piver,Paris 11e,28 €
197,Zoé,Théâtre de Belleville,<b>Du 5 janvier 2024 au 29 février 2024</b>,16 passage Piver,Paris 11e,13-30 €
198,Frank Henry : Gangster ni fier ni honteux,La Nouvelle Ève,<b>Du 26 janvier 2024 au 30 mars 2024</b>,16 passage Piver,Paris 11e,39-46 €
199,La Leçon,Théâtre de la Huchette,<b>Du 18 février 1957 au 13 juillet 2024</b>,16 passage Piver,Paris 11e,23 €
200,Le Misanthrope,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 11 janvier 2024 au 4 février 2024</b>,16 passage Piver,Paris 11e,11-24 €
201,L'Échappée,Théâtre du Rond-Point,<b>Du 12 décembre 2023 au 23 décembre 2023</b>,16 passage Piver,Paris 11e,unknown
202,Andromaque,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 11 janvier 2024 au 28 janvier 2024</b>,16 passage Piver,Paris 11e,11-24 €
203,Une belle histoire d'humour,Théâtre du Gymnase,<b>Du 13 octobre 2023 au 6 janvier 2024</b>,16 passage Piver,Paris 11e,unknown
204,C'est pas facile d'être heureux quand on va mal,Théâtre Lepic,<b>Du 17 janvier 2024 au 12 mai 2024</b>,16 passage Piver,Paris 11e,28-42 €
205,Il est interdit de vieillir,Studio Hébertot,<b>Du 21 novembre 2023 au 31 janvier 2024</b>,16 passage Piver,Paris 11e,22 €
206,Le Jeu de l'amour et du hasard,Théâtre du Lucernaire,<b>Du 24 janvier 2024 au 24 mars 2024</b>,16 passage Piver,Paris 11e,16-33 €
207,Pauline & Carton,La Scala Paris,<b>Du 16 mars 2024 au 23 juin 2024</b>,16 passage Piver,Paris 11e,20-25 €
208,Un prince,Comédie des Champs-Élysées,<b>Du 24 janvier 2024 au 31 mars 2024</b>,16 passage Piver,Paris 11e,49 €
209,Dans 5 heures,Théâtre de Belleville,<b>Du 7 janvier 2024 au 30 janvier 2024</b>,16 passage Piver,Paris 11e,13-30 €
210,Le Palier,Théâtre La Croisée des Chemins,<b>Du 4 novembre 2023 au 30 décembre 2023</b>,15 rue Malte-Brun,Paris 20e,13-22 €
211,Le Testament Médicis,Théâtre Lepic,<b>Du 16 juin 2023 au 7 janvier 2024</b>,15 rue Malte-Brun,Paris 20e,24-42 €
212,Un Tramway nommé Désir,Théâtre des Bouffes Parisiens,<b>Du 31 janvier 2024 au 31 mars 2024</b>,15 rue Malte-Brun,Paris 20e,15-75 €
213,"Les Garçons et Guillaume, à table !",Le Funambule Montmartre,<b>Du 4 mars 2024 au 30 avril 2024</b>,15 rue Malte-Brun,Paris 20e,11-33 €
214,La Porte à côté,À la Folie Théâtre,<b>Du 1 décembre 2023 au 2 mars 2024</b>,15 rue Malte-Brun,Paris 20e,12-24 €
215,"Yann Marguet : Exister, définition",Le Théâtre Libre,<b>Du 5 octobre 2023 au 30 décembre 2023</b>,15 rue Malte-Brun,Paris 20e,25-29 €
216,Hold up et bras cassés,Théâtre Montmartre Galabru,<b>Du 22 septembre 2023 au 29 décembre 2023</b>,15 rue Malte-Brun,Paris 20e,16-24 €
217,Alessandra Sublet : Tous les risques n'auront pas la saveur du succès,Le Théâtre Libre,<b>Du 17 novembre 2023 au 23 décembre 2023</b>,15 rue Malte-Brun,Paris 20e,30 €
218,Le Mariage forcé,Théâtre du Rond-Point,<b>Du 20 février 2024 au 1 mars 2024</b>,15 rue Malte-Brun,Paris 20e,unknown
219,Charles de Foucauld frère universel,Église Saint-Augustin,<b>Du 8 novembre 2023 au 26 juin 2024</b>,15 rue Malte-Brun,Paris 20e,unknown
220,La vengeance est un plat,Athénée Théâtre Louis-Jouvet,<b>Du 9 janvier 2024 au 21 janvier 2024</b>,15 rue Malte-Brun,Paris 20e,15-40 €
221,Dans la peau de Cyrano,Théâtre Ranelagh,<b>Du 18 janvier 2024 au 28 avril 2024</b>,15 rue Malte-Brun,Paris 20e,13-39 €
222,À la recherche du temps perdu,Théâtre de la Contrescarpe,<b>Du 5 novembre 2023 au 31 décembre 2023</b>,15 rue Malte-Brun,Paris 20e,12-33 €
223,Roméo et Juliette,Théâtre Lepic,<b>Du 27 septembre 2023 au 7 janvier 2024</b>,15 rue Malte-Brun,Paris 20e,24-42 €
224,Ils nous ont oubliés,La Colline - Théâtre national,<b>Du 16 janvier 2024 au 10 février 2024</b>,15 rue Malte-Brun,Paris 20e,11-36 €
225,Les Travailleurs de la mer,Théâtre du Lucernaire,<b>Du 24 janvier 2024 au 17 mars 2024</b>,78 bis bd des Batignolles,Paris 17e,16-33 €
226,La P'tite Débrouille,Les Enfants du Paradis,<b>Du 28 septembre 2023 au 6 janvier 2024</b>,78 bis bd des Batignolles,Paris 17e,15-26 €
227,Inscape Game,Le Funambule Montmartre,<b>Du 6 novembre 2023 au 2 janvier 2024</b>,78 bis bd des Batignolles,Paris 17e,11-33 €
228,Pauvre Bitos - Le Dîner de têtes,Théâtre Hébertot,<b>Du 9 février 2024 au 5 mai 2024</b>,78 bis bd des Batignolles,Paris 17e,18-50 €
229,Les Bonshommes ou comment vraiment s'en débarrasser,Théâtre du Gymnase,<b>Du 15 octobre 2023 au 31 décembre 2023</b>,78 bis bd des Batignolles,Paris 17e,16-22 €
230,"Paris des Femmes, édition 2024",La Pépinière Théâtre,<b>Du 11 janvier 2024 au 13 janvier 2024</b>,78 bis bd des Batignolles,Paris 17e,11-20 €
231,Oh ! Les Beaux Jours,Théâtre de Nesle,<b>Du 30 octobre 2023 au 29 janvier 2024</b>,78 bis bd des Batignolles,Paris 17e,19 €
232,Sacha contre Guitry (tout contre),Théâtre Michel,<b>Du 12 octobre 2023 au 30 décembre 2023</b>,78 bis bd des Batignolles,Paris 17e,13-39 €
233,Le Temps d'une vie,Comédie Saint-Michel,<b>Du 6 décembre 2023 au 21 avril 2024</b>,78 bis bd des Batignolles,Paris 17e,22-29 €
234,Le Bateau pour Lipaïa,Studio Hébertot,<b>Du 26 octobre 2023 au 11 février 2024</b>,78 bis bd des Batignolles,Paris 17e,16-22 €
235,Gervaise,Théâtre L'Essaïon,<b>Du 5 février 2024 au 19 mars 2024</b>,78 bis bd des Batignolles,Paris 17e,13-22 €
236,Le Journal d'Audrey Hepburn,Théâtre des Mathurins,<b>Du 5 octobre 2023 au 30 décembre 2023</b>,78 bis bd des Batignolles,Paris 17e,20-30 €
237,Le Mariage de Figaro,Espace Marais,<b>Du 30 septembre 2023 au 6 janvier 2024</b>,78 bis bd des Batignolles,Paris 17e,13-37 €
238,Merteuil,Théâtre du Lucernaire,<b>Du 31 janvier 2024 au 31 mars 2024</b>,78 bis bd des Batignolles,Paris 17e,16-33 €
239,Fly me to the moon,Studio Hébertot,<b>Du 4 novembre 2023 au 27 janvier 2024</b>,78 bis bd des Batignolles,Paris 17e,16-22 €
240,Bernard Werber : Voyage intérieur,Théâtre de la Gaîté-Montparnasse,<b>Du 18 septembre 2023 au 8 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,24-32 €
241,Lumières du corps,Théâtre du Soleil - Cartoucherie,<b>Du 10 janvier 2024 au 26 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,16-22 €
242,"40° sous zéro, l'homosexuel ou la difficulté de s’exprimer + Les Quatre Jumelles",Théâtre du Rond-Point,<b>Du 11 janvier 2024 au 27 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,21-42 €
243,Van Gogh : Deux frères pour une vie,Guichet-Montparnasse,<b>Du 8 septembre 2023 au 29 décembre 2023</b>,75 boulevard du Montparnasse,Paris 6e,12-24 €
244,Invisibili,Théâtre de la Ville - Les Abbesses,<b>Du 5 janvier 2024 au 20 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,unknown
245,Le Consentement,Théâtre du Rond-Point,<b>Du 7 mars 2024 au 6 avril 2024</b>,75 boulevard du Montparnasse,Paris 6e,34 €
246,Gamètes,Théâtre de Belleville,<b>Du 6 décembre 2023 au 30 décembre 2023</b>,75 boulevard du Montparnasse,Paris 6e,13-30 €
247,Antoine de Maximy : J'irai dormir sur scène,Le Grand Point Virgule,<b>Du 27 décembre 2023 au 13 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,16-50 €
248,Les galets au Tilleul sont plus petits qu’au Havre (ce qui rend la baignade bien plus agréable),Théâtre de l'Atelier,<b>Du 12 janvier 2024 au 10 mars 2024</b>,75 boulevard du Montparnasse,Paris 6e,19-35 €
249,Quinder extra,Théâtre des Blancs Manteaux,<b>Du 24 octobre 2022 au 30 mars 2024</b>,75 boulevard du Montparnasse,Paris 6e,13-74 €
250,Le problème lapin - Cartographie 7,Théâtre du Rond-Point,<b>Du 10 janvier 2024 au 27 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,34 €
251,L'Amour de l'art,Le Centquatre (104),<b>Du 24 janvier 2024 au 27 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,unknown
252,L'Amour de l'art,Théâtre de la Bastille,<b>Du 10 janvier 2024 au 20 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,28 €
253,Jamais seul,La Manufacture des Abbesses,<b>Du 6 décembre 2023 au 13 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,11-29 €
254,S'abandonner à vivre,Théâtre de Poche-Montparnasse,<b>Du 4 septembre 2023 au 29 janvier 2024</b>,75 boulevard du Montparnasse,Paris 6e,24 €
255,Il faut qu'une porte soit ouverte ou fermée,Théâtre L'Essaïon,<b>Du 3 octobre 2023 au 9 janvier 2024</b>,22 rue Beautreillis,Paris 4e,13-28 €
256,VIRIL(E·S),Théâtre Lepic,<b>Du 5 octobre 2023 au 7 janvier 2024</b>,22 rue Beautreillis,Paris 4e,24-42 €
257,James Brown mettait des bigoudis,Théâtre Marigny,<b>Du 28 mars 2024 au 5 mai 2024</b>,22 rue Beautreillis,Paris 4e,10-57 €
258,Le Joueur d'échecs,Théâtre Darius Milhaud,<b>Du 12 janvier 2024 au 29 mars 2024</b>,22 rue Beautreillis,Paris 4e,13-20 €
259,Madame Marguerite,Théâtre L'Essaïon,<b>Du 17 octobre 2023 au 17 janvier 2024</b>,22 rue Beautreillis,Paris 4e,11-28 €
260,Homini Lupus,Théâtre La Croisée des Chemins,<b>Du 10 novembre 2023 au 30 décembre 2023</b>,22 rue Beautreillis,Paris 4e,13-22 €
261,L'habit ne fait pas le Kir,Théâtre des Deux Ânes,<b>Du 4 octobre 2023 au 28 décembre 2023</b>,22 rue Beautreillis,Paris 4e,26-33 €
262,Eleonora Galasso : Dévorante,Théâtre des Mathurins,<b>Du 16 janvier 2024 au 26 mars 2024</b>,22 rue Beautreillis,Paris 4e,20-30 €
263,Racine par la racine,Théâtre L'Essaïon,<b>Du 4 octobre 2023 au 26 juin 2024</b>,22 rue Beautreillis,Paris 4e,16-28 €
264,"Colette, l’incorrigible… besoin d’écrire",À la Folie Théâtre,<b>Du 1 décembre 2023 au 2 mars 2024</b>,22 rue Beautreillis,Paris 4e,12-24 €
265,Incandescences,Théâtre de la Tempête - Cartoucherie,<b>Du 29 février 2024 au 31 mars 2024</b>,22 rue Beautreillis,Paris 4e,11-26 €
266,L'Abus d'amour,Comédie Saint-Michel,<b>Du 8 septembre 2023 au 6 janvier 2024</b>,22 rue Beautreillis,Paris 4e,22-29 €
267,N’importe où hors du monde,Guichet-Montparnasse,<b>Du 14 décembre 2023 au 28 mars 2024</b>,22 rue Beautreillis,Paris 4e,24 €
268,Le Journal d’une femme de chambre,Théâtre Darius Milhaud,<b>Du 12 septembre 2023 au 25 juin 2024</b>,22 rue Beautreillis,Paris 4e,13-15 €
269,Le Malade imaginaire,Espace Marais,<b>Du 24 septembre 2023 au 7 janvier 2024</b>,22 rue Beautreillis,Paris 4e,13-37 €
270,Le Joueur d'échecs,Espace Marais,<b>Du 24 septembre 2023 au 7 janvier 2024</b>,35 rue Léon,Paris 18e,13-37 €
271,Amok,Théâtre Darius Milhaud,<b>Du 16 octobre 2023 au 20 mai 2024</b>,35 rue Léon,Paris 18e,13-20 €
272,Célimène et le Cardinal,Comédie Saint-Michel,<b>Du 5 octobre 2023 au 4 janvier 2024</b>,35 rue Léon,Paris 18e,22-35 €
273,Crusoé repart,Studio Hébertot,<b>Du 27 décembre 2023 au 24 janvier 2024</b>,35 rue Léon,Paris 18e,22 €
274,Le Paradoxe du désir,Guichet-Montparnasse,<b>Du 5 janvier 2024 au 25 février 2024</b>,35 rue Léon,Paris 18e,24 €
275,"Chateaubriand, Mémoires d'outre-tombe",Théâtre de Poche-Montparnasse,<b>Du 18 janvier 2024 au 16 mars 2024</b>,35 rue Léon,Paris 18e,20-24 €
276,Un moment avec Victor Hugo,Théâtre du Nord-Ouest,<b>Du 23 octobre 2023 au 2 janvier 2024</b>,35 rue Léon,Paris 18e,unknown
277,Radicale,Théâtre L'Essaïon,<b>Du 31 août 2023 au 13 janvier 2024</b>,35 rue Léon,Paris 18e,13-28 €
278,L'École des maris,Théâtre du Nord-Ouest,<b>Du 14 novembre 2023 au 28 décembre 2023</b>,35 rue Léon,Paris 18e,unknown
279,Trafiquée,Théâtre La Croisée des Chemins,<b>Du 5 novembre 2023 au 28 décembre 2023</b>,35 rue Léon,Paris 18e,13-22 €
280,Le Prix de l'ascension,Comédie de Paris,<b>Du 12 janvier 2024 au 24 mars 2024</b>,35 rue Léon,Paris 18e,19-36 €
281,Que sur toi se lamente le tigre,Théâtre de la Tempête - Cartoucherie,<b>Du 12 janvier 2024 au 11 février 2024</b>,35 rue Léon,Paris 18e,11-26 €
282,Les Forteresses,Théâtre de la Bastille,<b>Du 5 février 2024 au 11 février 2024</b>,35 rue Léon,Paris 18e,28 €
283,Nulle autre voix,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 7 décembre 2023 au 23 décembre 2023</b>,35 rue Léon,Paris 18e,11-24 €
284,L'Appel,Lavoir Moderne Parisien,<b>Du 19 décembre 2023 au 23 décembre 2023</b>,35 rue Léon,Paris 18e,11-23 €
285,Vous n'aurez pas la Bretagne !,Théâtre de la Contrescarpe,<b>Du 16 janvier 2024 au 27 février 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,12-37 €
286,De Gaulle est de retour,Théâtre des Deux Ânes,<b>Du 7 octobre 2023 au 25 février 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,22-33 €
287,Fragments,La Scala Paris,<b>Du 24 janvier 2024 au 2 février 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,17-25 €
288,Le Mandat,Théâtre de la Tempête - Cartoucherie,<b>Du 18 avril 2024 au 5 mai 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,11-26 €
289,Iphigénie,Théâtre Douze,<b>Le 15 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,16 €
290,Koulounisation,Théâtre de la Bastille,<b>Du 29 avril 2024 au 12 mai 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,28 €
291,Wall Street malgré moi,Le Funambule Montmartre,<b>Du 6 septembre 2023 au 3 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,11-33 €
292,Claudel en partage,Comédie Saint-Michel,<b>Du 6 septembre 2023 au 7 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,22-40 €
293,"La Nuit, adaptation des nouvelles de Guy de Maupassant",La Scala Paris,<b>Du 17 janvier 2024 au 28 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,22-25 €
294,Un sentiment de vie,Théâtre des Bouffes du Nord,<b>Du 11 janvier 2024 au 27 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,40 €
295,La Folle Histoire de l'île mystérieuse,Les Enfants du Paradis,<b>Du 20 janvier 2024 au 14 avril 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,13-32 €
296,Les Sphères ennemies,Les Enfants du Paradis,<b>Du 19 septembre 2023 au 2 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,17-29 €
297,Vous dansez mademoiselle ?,Théâtre des Blancs Manteaux,<b>Du 11 septembre 2023 au 25 mars 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,21-74 €
298,Trilogie des secrets : Curtain Call!,La Colline - Théâtre national,<b>Du 9 janvier 2024 au 21 janvier 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,11-36 €
299,Je m’appelle Asher Lev,Théâtre des Béliers Parisiens,<b>Du 12 janvier 2024 au 29 février 2024</b>,14 bis rue Sainte-Isaure,Paris 18e,26-40 €
300,L'Arnaqueuse,Théâtre Mélo d'Amélie,<b>Du 13 septembre 2023 au 27 décembre 2023</b>,103 A boulevard Auguste-Blanqui,Paris 13e,11-29 €
301,Huis Clos,Laurette Théâtre,<b>Du 22 septembre 2023 au 19 mai 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,16-24 €
302,Eccentric,La Nouvelle Ève,<b>Du 15 novembre 2023 au 27 décembre 2023</b>,103 A boulevard Auguste-Blanqui,Paris 13e,21-30 €
303,En Addicto,Théâtre de l'Aquarium - Cartoucherie,<b>Du 8 mars 2024 au 10 mars 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,13-24 €
304,La Belle Histoire de Coline Serreau,Théâtre Michel,<b>Du 23 octobre 2023 au 25 mars 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,12-39 €
305,Quand je serai un homme,Théâtre L'Essaïon,<b>Du 19 janvier 2024 au 13 avril 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,11-28 €
306,J'accuse [France],Théâtre 13 - Bibliothèque,<b>Du 10 janvier 2024 au 20 janvier 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,28 €
307,Stigmates de la gloire,À la Folie Théâtre,<b>Du 16 novembre 2023 au 3 février 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,22-28 €
308,Leçons de philosophie drôles et très sérieuses,Théâtre de la Contrescarpe,<b>Du 4 octobre 2023 au 14 février 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,12-22 €
309,Conversation intime : Catherine Frot,Théâtre Antoine,<b>Le 29 janvier 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,16-28 €
310,Cache cache nerveux,Comédie Saint-Michel,<b>Du 9 septembre 2023 au 7 janvier 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,22-29 €
311,Jours de joie,Odéon - Ateliers Berthier,<b>Du 20 avril 2024 au 5 mai 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,unknown
312,Le Dictionnaire amoureux de l’inutile,La Scala Paris,<b>Du 18 mai 2024 au 1 juin 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,15-36 €
313,Le Molière imaginaire,Théâtre du Soleil - Cartoucherie,<b>Du 16 janvier 2024 au 24 janvier 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,16-22 €
314,Parpaing,Théâtre 13 - Glacière,<b>Du 24 janvier 2024 au 3 février 2024</b>,103 A boulevard Auguste-Blanqui,Paris 13e,28 €
315,Personne,Théâtre 14,<b>Du 9 janvier 2024 au 27 janvier 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-28 €
316,Les Bonnes,Théâtre 14,<b>Du 27 février 2024 au 23 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-28 €
317,"Nora, Nora, Nora ! De l’influence des épouses sur les chefs-d’œuvre",Théâtre de la Tempête - Cartoucherie,<b>Du 1 mars 2024 au 31 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-26 €
318,L'Hôtel des sept,Comédie Saint-Michel,<b>Du 10 janvier 2024 au 3 mai 2024</b>,80 allée Darius-Milhaud,Paris 19e,22-35 €
319,Puisque tu pars,Théâtre L'Essaïon,<b>Du 24 janvier 2024 au 28 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,16-28 €
320,Les Paravents,Odéon - Théâtre de l'Europe,<b>Du 31 mai 2024 au 19 juin 2024</b>,80 allée Darius-Milhaud,Paris 19e,unknown
321,Petits silences gênés,Théâtre Darius Milhaud,<b>Du 2 février 2024 au 20 avril 2024</b>,80 allée Darius-Milhaud,Paris 19e,10-20 €
322,Pour un oui ou pour un non,Théâtre du Nord-Ouest,<b>Du 16 octobre 2023 au 29 décembre 2023</b>,80 allée Darius-Milhaud,Paris 19e,unknown
323,Music-Hall,Théâtre du Nord-Ouest,<b>Du 18 novembre 2023 au 1 janvier 2024</b>,80 allée Darius-Milhaud,Paris 19e,unknown
324,Rendez-vous à l'Élysée,Théâtre de Nesle,<b>Du 2 décembre 2023 au 20 janvier 2024</b>,80 allée Darius-Milhaud,Paris 19e,16 €
325,L'Ordinaire Histoire d'Ernest Boubouroche,Théâtre de Nesle,<b>Du 10 novembre 2023 au 31 décembre 2023</b>,80 allée Darius-Milhaud,Paris 19e,19 €
326,Le Marchand de Venise,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 15 mars 2024 au 31 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,11-24 €
327,"4,7% de liberté",Théâtre de la Ville - Les Abbesses,<b>Du 27 février 2024 au 2 mars 2024</b>,80 allée Darius-Milhaud,Paris 19e,unknown
328,Le Mariage de Figaro,Théâtre Ranelagh,<b>Du 24 octobre 2023 au 14 avril 2024</b>,80 allée Darius-Milhaud,Paris 19e,13-44 €
329,Je me suis perdue en chemin [pour toi],Théâtre Darius Milhaud,<b>Du 4 janvier 2024 au 11 avril 2024</b>,80 allée Darius-Milhaud,Paris 19e,13-20 €
330,Tout le temps du monde,La Colline - Théâtre national,<b>Du 30 janvier 2024 au 11 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-36 €
331,Backlash,Théâtre de Belleville,<b>Du 6 janvier 2024 au 31 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-30 €
332,Pour un temps sois peu,Théâtre Paris-Villette,<b>Du 24 janvier 2024 au 3 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,14-26 €
333,Francis : Itinéraire d'un enfant raté,La Divine Comédie,<b>Du 8 janvier 2024 au 29 avril 2024</b>,6 rue Pierre-au-Lard,Paris 4e,17-22 €
334,Le Projet Marivaux,Guichet-Montparnasse,<b>Du 14 janvier 2024 au 31 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,24 €
335,Le Deuxième Coup de feu,Théâtre Darius Milhaud,<b>Du 7 janvier 2024 au 18 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-20 €
336,Le Triomphe de l'amour,Théâtre du Nord-Ouest,<b>Du 13 mai 2023 au 27 décembre 2023</b>,6 rue Pierre-au-Lard,Paris 4e,unknown
337,Vertige (2001-2021),Théâtre Silvia Monfort,<b>Du 10 janvier 2024 au 13 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
338,Crécelle,Guichet-Montparnasse,<b>Du 4 janvier 2024 au 25 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,24 €
339,Showgirl,Théâtre de la Bastille,<b>Du 26 février 2024 au 9 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,28 €
340,Love Addict,Théâtre Le Passage vers les Étoiles,<b>Du 20 octobre 2023 au 27 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-30 €
341,A l'ombre de mon tepee,La Petite Croisée des Chemins,<b>Du 11 novembre 2023 au 30 décembre 2023</b>,6 rue Pierre-au-Lard,Paris 4e,13-18 €
342,George Dandin ou le mari confondu,Théâtre Darius Milhaud,<b>Du 16 décembre 2023 au 17 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-15 €
343,Le Grand Jour,Théâtre de Belleville,<b>Du 4 février 2024 au 26 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-30 €
344,Macbeth,Théâtre L'Essaïon,<b>Du 4 avril 2024 au 15 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-28 €
345,La Conférence de Charles Pépin : Vivre avec son passé,Théâtre de la Porte Saint-Martin,<b>Le 5 mars 2024</b>,16 passage Piver,Paris 11e,11-46 €
346,Prima Facie,Théâtre Montparnasse,<b>Du 17 janvier 2024 au 30 mars 2024</b>,16 passage Piver,Paris 11e,12-37 €
347,L'Événement,Théâtre de l'Atelier,<b>Du 13 février 2024 au 27 mars 2024</b>,16 passage Piver,Paris 11e,16-33 €
348,Rohtko,Odéon - Ateliers Berthier,<b>Du 31 janvier 2024 au 9 février 2024</b>,16 passage Piver,Paris 11e,31-40 €
349,Péplum médiéval,Le Centquatre (104),<b>Du 1 février 2024 au 3 février 2024</b>,16 passage Piver,Paris 11e,16-24 €
350,Être peintre,Théâtre 14,<b>Du 30 janvier 2024 au 10 février 2024</b>,16 passage Piver,Paris 11e,11-28 €
351,Toute nue,Théâtre de la Tempête - Cartoucherie,<b>Du 16 mai 2024 au 26 mai 2024</b>,16 passage Piver,Paris 11e,11-26 €
352,Le Misanthrope,Théâtre Montmartre Galabru,<b>Du 24 février 2024 au 27 avril 2024</b>,16 passage Piver,Paris 11e,15-22 €
