,Unnamed: 0,nom,etablissement,Date,adresse,commune,prix,coordonnees
136,136,Orchestre de l'Opéra royal,Salle Gaveau,Mardi 16 Janvier : 20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)"
137,137,Olga Jegunova,Salle Cortot,Mardi 16 Janvier : 20h30,"78 rue Cardinet, Paris, France",Paris 17e,unknown,"(2.309259, 48.884204)"
138,138,Valérie Aimard,Collège des Bernardins,Mercredi 17 Janvier : 12h30,"20 rue de Poissy, Paris, France",Paris 5e,unknown,"(2.352281, 48.848859)"
139,139,"Clara & Robert Schumann, deux trios en miroir",Église réformée de la Bastille - Temple du Foyer de l'Âme,Mercredi 17 Janvier : 12h30,"7 bis rue du Pasteur Wagner, Paris, France",Paris 11e,unknown,"(2.369562, 48.855832)"
140,140,Loann Fourmental,Église Saint-Éphrem,Mercredi 17 Janvier : 19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
141,141,Orchestre de Paris et Martin Fröst,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 17 Janvier : 20h00, Jeudi 18 Janvier : 20h00","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
142,142,Quatuor Borodine,Salle des concerts - Cité de la Musique-Philharmonie,Mercredi 17 Janvier : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
143,143,Berlioz : Symphonie fantastique,Maison de la Radio et de la Musique,Mercredi 17 Janvier : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
144,144,Félicien Brut et Édouard Macarez,Le Bal Blomet,Mercredi 17 Janvier : 20h00,"33 rue Blomet, Paris, France",Paris 15e,unknown,"(2.306136, 48.84274)"
145,145,Théo Ould,Café de la Danse,Mercredi 17 Janvier : 20h00,"5 passage Louis-Philippe, Paris, France",Paris 11e,unknown,"(2.372934, 48.854058)"
146,146,Maha Zahid,Institut National des Jeunes Aveugles,Jeudi 18 Janvier : 13h00,"56 boulevard des Invalides, Paris, France",Paris 7e,unknown,"(2.315934, 48.847459)"
147,147,Elio di Tanna,Église Saint-Éphrem,Jeudi 18 Janvier : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
148,148,Quatuor Belcea,Salle des concerts - Cité de la Musique-Philharmonie,Jeudi 18 Janvier : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
149,149,Chœur de Grenelle,Église Saint-Roch,Jeudi 18 Janvier : 20h30,"296 rue Saint-Honoré, Paris, France",Paris 1er,unknown,"(2.332239, 48.864954)"
150,150,Quatuor Leonkoro,Amphithéâtre - Cité de la Musique-Philharmonie,Vendredi 19 Janvier : 18h30,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
151,151,Berlioz : Symphonie fantastique,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 19 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
152,152,Quatuor Modigliani,Salle des concerts - Cité de la Musique-Philharmonie,Vendredi 19 Janvier : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
153,153,Krzysztof Michalski,Église Saint-Éphrem,Vendredi 19 Janvier : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
154,154,Orchestre Les Violons de France,Église de la Madeleine,"Vendredi 19 Janvier : 20h30, Mardi 23 Janvier : 20h30","Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
155,155,Marie Dumas,Église Saint-Pierre de Montmartre,Samedi 20 Janvier : 12h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
156,156,Empereur,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 20 Janvier : 15h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
157,157,Ensemble Beata Musica,Église évangélique de Paris-Luxembourg,Samedi 20 Janvier : 16h00,"58 rue Madame, Paris, France",Paris 6e,unknown,"(2.331511, 48.847491)"
158,158,Chœur du cours Florent,Église de la Madeleine,Samedi 20 Janvier : 16h00,"Place de la Madeleine, Paris, France",Paris 8e,unknown,"(2.324455, 48.870062)"
159,159,Pascal Mantin,Église Saint-Éphrem,Samedi 20 Janvier : 17h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
160,160,Requiem solaire,Théâtre de l'Aquarium - Cartoucherie,Samedi 20 Janvier : 18h00,"route du Champ de Manœuvre (navette cartoucherie gratuite), Paris, France",Paris 12e,unknown,"(2.450645, 48.835062)"
161,161,Romantiques allemands,Église réformée de Pentemont,Samedi 20 Janvier : 18h00,"106 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.3217, 48.85637)"
162,162,Jasmina Kulaglich et Aurelienne Brauner,Conservatoire Rachmaninoff,Samedi 20 Janvier : 19h00,"26 avenue de New York, Paris, France",Paris 16e,unknown,"(2.295934, 48.863337)"
163,163,Mahler Chamber Orchestra et Yuja Wang ,Grande salle Pierre Boulez - Philharmonie de Paris,Samedi 20 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
164,164,Quatuor Jérusalem,Salle des concerts - Cité de la Musique-Philharmonie,Samedi 20 Janvier : 20h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
165,165,Bertrand Cervera,Église Saint-Germain-des-Prés,Samedi 20 Janvier : 20h30,"Place Saint-Germain des Prés, Paris, France",Paris 6e,unknown,"(2.333399, 48.854182)"
166,166,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Samedi 20 Janvier : 20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)"
167,167,Quatuor Hanson,Théâtre des Champs-Élysées,Dimanche 21 Janvier : 11h00,"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)"
168,168,Monteverdi : Vêpres de la Vierge,Chapelle royale - Château de Versailles,Dimanche 21 Janvier : 15h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)"
169,169,Duo Y'voir,Cathédrale américaine,Dimanche 21 Janvier : 15h00,"23 avenue George V, Paris, France",Paris 8e,unknown,"(2.300939, 48.867508)"
170,170,Quatuor Hagen,Salle des concerts - Cité de la Musique-Philharmonie,Dimanche 21 Janvier : 16h00,"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
171,171,Umberto Realino,Église Saint-Merry,Dimanche 21 Janvier : 16h00,"76 rue de la Verrerie, Paris, France",Paris 4e,unknown,"(2.350691, 48.858888)"
172,172,Adrien Polycarpe,Église Saint-Éphrem,Dimanche 21 Janvier : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
173,173,Patrick Delabre,Église Sainte-Marie,Dimanche 21 Janvier : 16h30,"2 rue de l'Abbaye, Paris, France",Antony,unknown,"(2.336018, 48.854021)"
174,174,"Sanae Rodière, Akie Kakehi, Marion Rodière et Akiko Takao",Église Notre-Dame-de-Compassion,Dimanche 21 Janvier : 16h30,"Place du Général-Koenig, Paris, France",Paris 17e,unknown,"(2.284212, 48.881029)"
175,175,Orchestre du campus d'Orsay,Campus d'Orsay - Amphithéâtre Henri Cartan,Dimanche 21 Janvier : 17h00,"598 rue André Rivière, Paris, France",Orsay,unknown,"(2.309088, 48.87276)"
176,176,Thomas Ospital,Église Saint-Eustache,Dimanche 21 Janvier : 17h00,"Rue du Jour Forum des Halles, Paris, France",Paris 1er,unknown,"(2.346648, 48.859801)"
177,177,Pierre Hamon,Église Saint-Pierre de Montmartre,Dimanche 21 Janvier : 18h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
178,178,Quatuor Modigliani et Quatuor Leonkoro,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 21 Janvier : 19h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
179,179,Orchestre Paris Classik et Bertrand Cervera,Église Saint-Germain-des-Prés,Dimanche 21 Janvier : 20h30,"Place Saint-Germain des Prés, Paris, France",Paris 6e,unknown,"(2.333399, 48.854182)"
180,180,Natasha Kadyrova,Église Saint-Éphrem,Lundi 22 Janvier : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
181,181,Royal Concertgebouw Orchestra et Emanuel Ax,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 22 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
182,182,« Atys » de Lully,Opéra royal - Château de Versailles,Lundi 22 Janvier : 20h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,83-128 €,"(2.352558, 48.881934)"
183,183,"Mozart, mon amour",Salle Gaveau,Lundi 22 Janvier : 20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)"
184,184,Nouveaux Mondes,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 23 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
185,185,Valérie Aimard,Collège des Bernardins,Mercredi 24 Janvier : 12h30,"20 rue de Poissy, Paris, France",Paris 5e,unknown,"(2.352281, 48.848859)"
186,186,Adrien Polycarpe,Église Saint-Éphrem,"Mercredi 24 Janvier : 19h00, Mardi 30 Janvier : 19h30","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
187,187,Airs et ensembles d'opéra,Opéra Garnier,Mercredi 24 Janvier : 20h00,"place de l'Opéra, Paris, France",Paris 9e,unknown,"(2.332168, 48.871117)"
188,188,Orchestre de Paris et Daniil Trifonov,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 24 Janvier : 20h00, Jeudi 25 Janvier : 20h00","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
189,189,Les Affranchi.e.s,ECUJE,Mercredi 24 Janvier : 20h00,"119 rue La Fayette, Paris, France",Paris 10e,unknown,"(2.352993, 48.878354)"
190,190,"L'art des études, rencontre entre l'artisanat européen et japonais",Musée Guimet,Mercredi 24 Janvier : 20h00,"6 place d'Iéna, Paris, France",Paris 16e,unknown,"(2.293702, 48.865019)"
191,191,Gary Hoffman et David Selig,Église Saint-Paul de la Plaine,"Jeu 25 Janvier : 12h30, 20h00","29 rue du Landy, Paris, France",Saint-Denis,unknown,"(2.379588, 48.851389)"
192,192,Pascal Gallet,Institut National des Jeunes Aveugles,Jeudi 25 Janvier : 13h00,"56 boulevard des Invalides, Paris, France",Paris 7e,unknown,"(2.315934, 48.847459)"
193,193,Carl Orff : Carmina Burana,Théâtre des Champs-Élysées,"Jeudi 25 Janvier : 19h30, Vendredi 26 Janvier : 19h30","15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)"
194,194,Elio di Tanna,Église Saint-Éphrem,Jeudi 25 Janvier : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
195,195,Thomas Enhco et Vassilena Serafimova,Théâtre de l'Œuvre,Jeudi 25 Janvier : 20h00,"55 rue de Clichy, Paris, France",Paris 9e,unknown,"(2.305376, 48.899318)"
196,196,Cyrille Dubois et Tristan Raës,Amphithéâtre - Cité de la Musique-Philharmonie,Jeudi 25 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
197,197,David Lively et Busoni,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 25 Janvier : 20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)"
198,198,Orchestre philharmonique de Radio France et Renaud Capuçon,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 26 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
199,199,"Mathieu Salama, Bruno Angé et Olivier Pelmoine",Espace Jules Vallès,Vendredi 26 Janvier : 20h00,"72 avenue Félix Faure, Paris, France",Paris 15e,unknown,"(2.285064, 48.840074)"
200,200,Maîtres de Notre-Dame,Auditorium Michel Laclotte - Musée du Louvre,Vendredi 26 Janvier : 20h00,"Entrée principale : Pyramide (cour Napoléon), Paris, France",Paris 1er,unknown,"(2.445701, 48.83407)"
201,201,Martin Beau,Église Saint-Éphrem,Vendredi 26 Janvier : 20h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
202,202,Orchestre Hélios et Glen Rouxel,Église de la Madeleine,Vendredi 26 Janvier : 20h45,"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)"
203,203,Secret d'instrument,Musée de la Musique - Cité de la Musique-Philharmonie,Samedi 27 Janvier : 15h30,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
204,204,Antonin Bonnet et Krzysztof Michalski,Église Saint-Éphrem,Samedi 27 Janvier : 16h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
205,205,Ensemble Beata Musica,Église Sainte-Rosalie,Samedi 27 Janvier : 16h00,"50 boulevard Auguste-Blanqui, Paris, France",Paris 13e,unknown,"(2.349777, 48.829932)"
206,206,Pelléas etc.,Salle des concerts - Cité de la Musique-Philharmonie,"Samedi 27 Janvier : 20h00, Dimanche 28 Janvier : 16h00","221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
207,207,Quatuor Strada et Simon Zaoui,Le Studio - Philharmonie de Paris,Samedi 27 Janvier : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
208,208,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 27 Janvier : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
209,209,L'invitation au voyage,Archives nationales,Samedi 27 Janvier : 20h00,"60 rue des Francs-Bourgeois Hôtel de Soubise, Paris, France",Paris 3e,unknown,"(2.357272, 48.859963)"
210,210,"Joseph Pernoo, Claire Thirion et Karine Sélo",L'Accord Parfait,Samedi 27 Janvier : 20h00,"47 rue Ramey, Paris, France",Paris 18e,unknown,"(2.345913, 48.889739)"
211,211,Orchestre Paris Classik et Bertrand Cervera,Église Saint-Germain-des-Prés,Samedi 27 Janvier : 20h30,"Place Saint-Germain des Prés, Paris, France",Paris 6e,unknown,"(2.333399, 48.854182)"
212,212,Ensemble vocal Largentière,Église Saint-Jean-Baptiste,Samedi 27 Janvier : 20h30,"1 rue du Docteur Berger, Paris, France",Sceaux,unknown,"(2.295751, 48.776744)"
213,213,Orchestre Hélios et Glen Rouxel,Église Saint-Louis-en-l'Île,Sam 27 Janvier : 20h45,"19 bis rue Saint-Louis-en-l'Île, Paris, France",Paris 4e,22-44 €,"(2.357978, 48.85127)"
214,214,"Joseph Pernoo, Vincent Penot, Claire Thirion et Karine Sélo",L'Accord Parfait,Dimanche 28 Janvier : 11h00,"47 rue Ramey, Paris, France",Paris 18e,unknown,"(2.345913, 48.889739)"
215,215,Une après-midi avec Fauré,Musée de la Musique - Cité de la Musique-Philharmonie,"Dimanche 28 Janvier : 14h30, 15h30","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
216,216,Jules Hemmi,Cathédrale américaine,Dimanche 28 Janvier : 15h00,"23 avenue George V, Paris, France",Paris 8e,unknown,"(2.300939, 48.867508)"
217,217,Concert inaugural - 1873,Salle Gaveau,Dimanche 28 Janvier : 16h00,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)"
218,218,Nour Ayadi,La Scala Paris,Dimanche 28 Janvier : 16h00,"13 boulevard de Strasbourg, Paris, France",Paris 10e,unknown,"(2.354572, 48.870299)"
219,219,Ensemble vocal Largentière,Église Saint-Jacques-du-Haut-Pas,Dimanche 28 Janvier : 16h00,"252 rue Saint-Jacques, Paris, France",Paris 5e,unknown,"(2.341585, 48.843688)"
220,220,Chœur de Grenelle,Église Saint-Ferdinand-des-Ternes,Dimanche 28 Janvier : 16h00,"25 rue d'Armaillé, Paris, France",Paris 17e,unknown,"(2.291056, 48.878665)"
221,221,Le Madrigal de Suresnes,Église Notre-Dame-de-Compassion,Dimanche 28 Janvier : 16h30,"Place du Général-Koenig, Paris, France",Paris 17e,unknown,"(2.284212, 48.881029)"
222,222,Evgeny Kissin,Théâtre des Champs-Élysées,Dimanche 28 Janvier : 17h00,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)"
223,223,Remi Masunaga,Église Saint-Éphrem,Dimanche 28 Janvier : 17h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
224,224,Baptiste-Florian Marle-Ouvrard,Église Saint-Eustache,Dimanche 28 Janvier : 17h00,"Rue du Jour Forum des Halles, Paris, France",Paris 1er,unknown,"(2.346648, 48.859801)"
225,225,Alice Ferrière et Nicolas Royez,Fondation de l'Allemagne – Maison Heinrich Heine - Cité Internationale Universitaire,Dim 28 Janvier : 17h00,"27 boulevard Jourdan, Paris, France",Paris 14e,unknown,"(2.337324, 48.820425)"
226,226,Alexandra Bartfeld,Église Saint-Pierre de Montmartre,Dimanche 28 Janvier : 18h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
227,227,« Les Soldats » de Zimmermann,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 28 Janvier : 19h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
228,228,Loann Fourmental,Église Saint-Éphrem,Lundi 29 Janvier : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
229,229,Les trois contre-ténors,Opéra royal - Château de Versailles,Lundi 29 Janvier : 20h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,unknown,"(2.352558, 48.881934)"
230,230,Quatuor Cambini et Judith van Wanroij,Grand Salon du Musée de l'Armée - Musée de l'Armée,Lundi 29 Janvier : 20h00,"129 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)"
231,231,Jenny Daviet et Alphonse Cemin,Athénée Théâtre Louis-Jouvet,Lundi 29 Janvier : 20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)"
232,232,Yusif Eyvazov et Murad Adigezalzade,Salle Gaveau,Lundi 29 Janvier : 20h30,"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)"
233,233,Haendel : Aggripine,Auditorium Patrick Devedjian - La Seine Musicale,Mardi 30 Janvier : 19h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
234,234,« Alceste » de Lully,Opéra royal - Château de Versailles,Mardi 30 Janvier : 20h00,"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)"
235,235,Valérie Aimard,Collège des Bernardins,Mercredi 31 Janvier : 12h30,"20 rue de Poissy, Paris, France",Paris 5e,unknown,"(2.352281, 48.848859)"
236,236,Martin Beau,Église Saint-Éphrem,Mercredi 31 Janvier : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
237,237,"Sunwook Kim, Clara-Jumi Kang et Edgar Moreau",Théâtre des Champs-Élysées,Mercredi 31 Janvier : 20h00,"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)"
238,238,Orchestre de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 31 Janvier : 20h00, Jeudi 1er Février : 20h00","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
239,239,Teva Mazoyer,Église Saint-Éphrem,"Jeudi 1er Février : 17h30, Mardi 6 Février : 18h00","17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
240,240,« Alceste » de Lully,Théâtre des Champs-Élysées,Jeudi 1er Février : 19h30,"15 avenue Montaigne, Paris, France",Paris 8e,28-89 €,"(2.303279, 48.865672)"
241,241,Beethoven : Symphonie n°7,Maison de la Radio et de la Musique,Jeudi 1er Février : 20h00,"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)"
242,242,Batailles et bruits de guerre,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,Jeudi 1er Février : 20h00,"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)"
243,243,Gershwin : Rhapsody in Blue,Auditorium Patrick Devedjian - La Seine Musicale,Jeudi 1er Février : 20h30,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
244,244,Adrien Polycarpe,Église Saint-Éphrem,Vendredi 2 Février : 19h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
245,245,« Rinaldo » de Haendel,Théâtre des Champs-Élysées,Vendredi 2 Février : 19h30,"15 avenue Montaigne, Paris, France",Paris 8e,28-61 €,"(2.303279, 48.865672)"
246,246,Brahms : Un Requiem allemand,Grande salle Pierre Boulez - Philharmonie de Paris,Vendredi 2 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
247,247,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Vendredi 2 Février : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
248,248,Pascal Mantin,Église Saint-Éphrem,Samedi 3 Février : 16h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
249,249,Singin' in the Rain,Amphithéâtre - Cité de la Musique-Philharmonie,Samedi 3 Février : 18h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
250,250,Vous trouvez ça classique ? Concerto pour piano n°2 de Rachmaninov,Auditorium Patrick Devedjian - La Seine Musicale,Samedi 3 Février : 19h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
251,251,Le violon de Beethoven,Opéra de Massy,Samedi 3 Février : 20h00,"1 place de France, Paris, France",Massy,unknown,"(2.387787, 48.831852)"
252,252,Orchestre Les Violons de France et Cécile Besnard,Église de la Madeleine,Samedi 3 Février : 20h00,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
253,253,Les frères Haydn,Église Saint-Roch,"Samedi 3 Février : 20h30, Dimanche 4 Février : 15h00","296 rue Saint-Honoré, Paris, France",Paris 1er,unknown,"(2.332239, 48.864954)"
254,254,Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,Samedi 3 Février : 20h45,"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)"
255,255,« Didon et Énée » de Purcell,Théâtre des Champs-Élysées,Dimanche 4 Février : 11h00,"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)"
256,256,Ludwig m'a chanté,Théâtre de l'Aquarium - Cartoucherie,Dimanche 4 Février : 15h00,"route du Champ de Manœuvre (navette cartoucherie gratuite), Paris, France",Paris 12e,13-24 €,"(2.450645, 48.835062)"
257,257,Jorge Garcia Herranz,Cathédrale américaine,Dimanche 4 Février : 15h00,"23 avenue George V, Paris, France",Paris 8e,unknown,"(2.300939, 48.867508)"
258,258,Haydn : Les Sept Dernières Paroles du Christ en Croix,Grande salle Pierre Boulez - Philharmonie de Paris,Dimanche 4 Février : 16h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
259,259,Natasha Kadyrova et Marina Kolomitceva,Église Saint-Éphrem,Dimanche 4 Février : 16h00,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
260,260,Orchestre de l'Académie de l'île Saint-Louis,Église Saint-Louis-en-l'Île,Dim 4 Février : 16h00,"19 bis rue Saint-Louis-en-l'Île, Paris, France",Paris 4e,unknown,"(2.357978, 48.85127)"
261,261,Musiques de Couronnement,Campus d'Orsay - Amphithéâtre Henri Cartan,Dimanche 4 Février : 16h00,"598 rue André Rivière, Paris, France",Orsay,unknown,"(2.309088, 48.87276)"
262,262,Ensemble Beata Musica,Hôpital Tenon,Dimanche 4 Février : 16h00,"4 rue de la Chine, Paris, France",Paris 20e,unknown,"(2.400762, 48.86572)"
263,263,Umberto Realino,Chapelle de l'Agneau de Dieu,Dimanche 4 Février : 17h00,"2 place Henri-Frenay, Paris, France",Paris 12e,unknown,"(2.37749, 48.844629)"
264,264,Chœur de la Cathédrale américaine et Andrew Dewar,Cathédrale américaine,Dimanche 4 Février : 18h00,"23 avenue George V, Paris, France",Paris 8e,unknown,"(2.300939, 48.867508)"
265,265,Olivier Schmitt,Église Saint-Pierre de Montmartre,Dimanche 4 Février : 18h00,"2 rue du Mont-Cenis, Paris, France",Paris 18e,unknown,"(2.341507, 48.886708)"
266,266,« Don Giovanni » de Mozart,Théâtre des Champs-Élysées,Lundi 5 Février : 19h30,"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)"
267,267,Loann Fourmental,Église Saint-Éphrem,Lundi 5 Février : 19h30,"17 rue des Carmes, Paris, France",Paris 5e,16-25 €,"(2.347335, 48.848424)"
268,268,Cuarteto Chagall et Angélica Rodríguez,Athénée Théâtre Louis-Jouvet,Lundi 5 Février : 20h00,"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,15-31 €,"(2.329072, 48.87183)"
269,269,Orchestre national du Capitole de Toulouse,Grande salle Pierre Boulez - Philharmonie de Paris,Lundi 5 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
270,270,Elisabeth Leonskaja,Grande salle Pierre Boulez - Philharmonie de Paris,Mardi 6 Février : 20h00,"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
271,271,"Sonia Wieder-Atherton, Amaryllis Billet et Françoise Rivalland",Auditorium Patrick Devedjian - La Seine Musicale,Mardi 6 Février : 20h00,"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)"
272,272,Orchestre Les Violons de France,Église de la Madeleine,Mercredi 7 Février : 19h30,"Place de la Madeleine, Paris, France",Paris 8e,22-33 €,"(2.324455, 48.870062)"
273,273,Orchestre de chambre de Paris et Christian Tetzlaff,Théâtre des Champs-Élysées,Mercredi 7 Février : 20h00,"15 avenue Montaigne, Paris, France",Paris 8e,15-52 €,"(2.303279, 48.865672)"
274,274,Orchestre de Paris et Nina Stemme,Grande salle Pierre Boulez - Philharmonie de Paris,"Mercredi 7 Février : 20h00, Jeudi 8 Février : 20h00","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)"
